FTPT,FFPT,FTPF,FFPF
68.26666666666667,31.566666666666666,0.1,0.06666666666666667
67.8,31.966666666666665,0.13333333333333333,0.1
69.86666666666666,30.066666666666666,0.03333333333333333,0.03333333333333333
66.0,33.86666666666667,0.0,0.13333333333333333
70.6,29.366666666666667,0.03333333333333333,0.0
82.73333333333333,17.233333333333334,0.03333333333333333,0.0
69.6,30.366666666666667,0.03333333333333333,0.0
85.0,15.0,0.0,0.0
65.96666666666667,33.8,0.03333333333333333,0.2
65.93333333333334,33.96666666666667,0.06666666666666667,0.03333333333333333
