S.No.,fg_class,bg_class,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = [0, 1, 2]","bg = [3, 4, 5, 6, 7, 8, 9]",30000,80.09666666666666,18.606666666666666,0.15666666666666668,1.14,24344
2,fg = 0,bg = 33,7172,92.44283324037926,7.041271611823759,0.12548800892359174,0.39040713887339656,6839
3,fg = 0,bg = 34,4903,92.59636956965123,6.954925555782174,0.12237405669997961,0.3263308178666123,4683
4,fg = 0,bg = 35,4894,92.74621986105436,6.78381691867593,0.1021659174499387,0.36779730281977935,4675
5,fg = 0,bg = 36,4910,92.05702647657841,7.454175152749491,0.1629327902240326,0.3258655804480652,4668
6,fg = 0,bg = 37,4938,92.75010125556905,6.763872012960713,0.1012555690562981,0.3847711624139328,4717
7,fg = 0,bg = 38,4922,92.13734254368143,7.232832182039822,0.14221861032100772,0.48760666395774077,4704
8,fg = 0,bg = 39,4904,92.33278955954323,7.055464926590538,0.14274061990212072,0.46900489396411094,4660
9,fg = 0,bg = 43,4903,92.59636956965123,6.954925555782174,0.12237405669997961,0.3263308178666123,4683
10,fg = 0,bg = 44,7161,92.64069264069263,6.926406926406926,0.09775171065493646,0.33514872224549647,6842
11,fg = 0,bg = 45,4849,92.76139410187668,6.846772530418643,0.08249123530624872,0.30934213239843267,4630
12,fg = 0,bg = 46,4921,92.62345051818735,6.990449095712254,0.1219264377159114,0.2641739483844747,4698
13,fg = 0,bg = 47,4907,92.62278377827593,6.928877114326473,0.10189525168127166,0.34644385571632363,4691
14,fg = 0,bg = 48,4887,92.4084305299775,7.080008184980561,0.1023122570083896,0.4092490280335584,4671
15,fg = 0,bg = 49,4866,92.86888614878751,6.658446362515413,0.12330456226880394,0.3493629264282778,4649
16,fg = 0,bg = 53,4894,92.74621986105436,6.78381691867593,0.1021659174499387,0.36779730281977935,4675
17,fg = 0,bg = 54,4849,92.76139410187668,6.846772530418643,0.08249123530624872,0.30934213239843267,4630
18,fg = 0,bg = 55,7095,92.60042283298097,6.93446088794926,0.08456659619450317,0.38054968287526425,6777
19,fg = 0,bg = 56,4852,92.2712283594394,7.254740313272877,0.1236603462489695,0.3503709810387469,4627
20,fg = 0,bg = 57,4857,92.77331686226066,6.79431747992588,0.06176652254478073,0.3705991352686844,4644
