S.No.,fg_class,bg_class,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = [3, 4, 5]","bg = [0, 1, 2, 6, 7, 8, 9]",30000,72.42,26.7,0.14666666666666667,0.7333333333333333,23518
2,fg = 3,bg != 0,2925,69.57264957264957,29.60683760683761,0.13675213675213677,0.6837606837606838,2262
3,fg = 3,bg != 1,3007,68.93914200199535,30.229464582640507,0.13302294645826404,0.6983704689058863,2322
4,fg = 3,bg != 2,3004,74.6005326231691,24.567243675099867,0.23302263648468707,0.5992010652463382,2331
5,fg = 3,bg != 6,2926,72.31715652768284,27.1701982228298,0.0683526999316473,0.44429254955570746,2282
6,fg = 3,bg != 7,2848,70.96207865168539,28.546348314606742,0.10533707865168539,0.3862359550561798,2211
7,fg = 3,bg != 8,2906,69.4769442532691,29.62835512732278,0.06882312456985547,0.8258774948382657,2269
8,fg = 3,bg != 9,2930,70.75085324232082,28.395904436860068,0.10238907849829351,0.7508532423208191,2305
9,fg = 4,bg != 0,2946,60.55668703326545,37.81398506449423,0.27155465037338766,1.3577732518669383,1995
10,fg = 4,bg != 1,3013,60.43810155990707,38.23431795552605,0.1659475605708596,1.1616329239960173,2056
11,fg = 4,bg != 2,2894,67.44989633724948,31.548030407740153,0.17277125086385625,0.82930200414651,1969
12,fg = 4,bg != 6,2890,64.84429065743944,34.11764705882353,0.2422145328719723,0.7958477508650519,2003
13,fg = 4,bg != 7,2771,63.551064597618186,35.04150126308192,0.18044027426921688,1.2269938650306749,1950
14,fg = 4,bg != 8,2863,60.25148445686343,38.176737687740136,0.2794271742927,1.2923506811037373,1901
15,fg = 4,bg != 9,2876,61.16133518776078,37.34353268428373,0.24339360222531292,1.2517385257301807,1984
16,fg = 5,bg != 0,2754,84.24110384894699,15.177923021060275,0.10893246187363835,0.4720406681190995,2461
17,fg = 5,bg != 1,2922,83.29911019849418,15.982203969883642,0.13689253935660506,0.5817932922655715,2603
18,fg = 5,bg != 2,2972,85.29609690444146,14.199192462987886,0.13458950201884254,0.37012113055181695,2648
19,fg = 5,bg != 6,2939,84.04219122150391,15.481456277645458,0.10207553589656346,0.374276964954066,2582
20,fg = 5,bg != 7,2962,84.74004051316678,14.51721809588116,0.1688048615800135,0.5739365293720459,2629
21,fg = 5,bg != 8,2864,83.20530726256983,15.956703910614525,0.13966480446927373,0.6983240223463687,2534
22,fg = 5,bg != 9,2981,83.83092921838309,15.732975511573297,0.0,0.43609527004360954,2655
