FTPT,FFPT,FTPF,FFPF
99.1,0.0,0.9,0.0
98.4,0.03333333333333333,1.5666666666666667,0.0
83.76666666666667,14.966666666666667,1.2666666666666666,0.0
92.96666666666667,2.1333333333333333,4.866666666666666,0.03333333333333333
66.73333333333333,32.43333333333333,0.8333333333333334,0.0
99.56666666666666,0.03333333333333333,0.23333333333333334,0.16666666666666666
95.3,0.0,4.7,0.0
94.33333333333333,3.9,1.7,0.06666666666666667
98.16666666666667,0.06666666666666667,1.7,0.06666666666666667
91.43333333333334,0.0,8.566666666666666,0.0
