FTPT,FFPT,FTPF,FFPF
100.0,0.0,0.0,0.0
99.86666666666666,0.06666666666666667,0.03333333333333333,0.03333333333333333
99.1,0.5333333333333333,0.23333333333333334,0.13333333333333333
7.866666666666666,34.53333333333333,0.0,57.6
99.8,0.13333333333333333,0.03333333333333333,0.03333333333333333
100.0,0.0,0.0,0.0
0.26666666666666666,37.46666666666667,0.0,62.266666666666666
99.93333333333334,0.0,0.03333333333333333,0.03333333333333333
6.8,33.96666666666667,0.0,59.233333333333334
99.5,0.1,0.3333333333333333,0.06666666666666667
