S.No.,fg_class,bg_class,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = [1, 2, 3]","bg = [0, 4, 5, 6, 7, 8, 9]",30000,73.23666666666666,24.983333333333334,0.30666666666666664,1.4733333333333334,24397
2,fg = 1,bg != 00,2929,94.91293956981905,4.267668146124957,0.13656538067599863,0.6828269033799932,2873
3,fg = 1,bg != 04,681,94.56681350954479,4.405286343612334,0.44052863436123346,0.5873715124816447,668
4,fg = 1,bg != 05,653,94.79326186830015,4.44104134762634,0.0,0.7656967840735069,640
5,fg = 1,bg != 06,732,94.53551912568307,3.9617486338797816,0.4098360655737705,1.092896174863388,717
6,fg = 1,bg != 07,707,93.91796322489392,5.091937765205092,0.14144271570014144,0.8486562942008486,692
7,fg = 1,bg != 08,688,95.05813953488372,4.3604651162790695,0.0,0.5813953488372093,675
8,fg = 1,bg != 09,704,94.88636363636364,3.977272727272727,0.2840909090909091,0.8522727272727273,687
9,fg = 1,bg != 40,681,94.56681350954479,4.405286343612334,0.44052863436123346,0.5873715124816447,668
10,fg = 1,bg != 44,2938,95.30292716133424,4.016337644656229,0.13614703880190607,0.5445881552076243,2896
11,fg = 1,bg != 45,663,97.1342383107089,2.5641025641025643,0.0,0.30165912518853694,658
12,fg = 1,bg != 46,692,94.21965317919076,4.76878612716763,0.28901734104046245,0.7225433526011561,679
13,fg = 1,bg != 47,691,95.5137481910275,3.61794500723589,0.1447178002894356,0.723589001447178,680
14,fg = 1,bg != 48,681,95.59471365638767,3.81791483113069,0.0,0.5873715124816447,673
15,fg = 1,bg != 49,706,95.89235127478753,3.3994334277620397,0.141643059490085,0.56657223796034,693
16,fg = 1,bg != 50,653,94.79326186830015,4.44104134762634,0.0,0.7656967840735069,640
17,fg = 1,bg != 54,663,97.1342383107089,2.5641025641025643,0.0,0.30165912518853694,658
18,fg = 1,bg != 55,2910,95.4295532646048,3.8831615120274914,0.03436426116838488,0.6529209621993127,2861
19,fg = 1,bg != 56,679,94.99263622974964,4.418262150220913,0.0,0.5891016200294551,665
20,fg = 1,bg != 57,682,95.01466275659824,4.39882697947214,0.0,0.5865102639296188,670
21,fg = 1,bg != 58,639,95.77464788732394,3.755868544600939,0.0,0.4694835680751174,625
22,fg = 1,bg != 59,688,96.94767441860465,2.4709302325581395,0.0,0.5813953488372093,678
23,fg = 1,bg != 60,732,94.53551912568307,3.9617486338797816,0.4098360655737705,1.092896174863388,717
24,fg = 1,bg != 64,692,94.21965317919076,4.76878612716763,0.28901734104046245,0.7225433526011561,679
25,fg = 1,bg != 65,679,94.99263622974964,4.418262150220913,0.0,0.5891016200294551,665
26,fg = 1,bg != 66,2953,95.02201151371487,4.165255672197765,0.16931933626820184,0.6434134778191669,2901
27,fg = 1,bg != 67,668,94.76047904191617,4.640718562874252,0.0,0.5988023952095808,655
28,fg = 1,bg != 68,674,94.95548961424332,4.451038575667655,0.14836795252225518,0.44510385756676557,660
29,fg = 1,bg != 69,715,95.8041958041958,3.3566433566433567,0.13986013986013987,0.6993006993006993,699
30,fg = 1,bg != 70,707,93.91796322489392,5.091937765205092,0.14144271570014144,0.8486562942008486,692
31,fg = 1,bg != 74,691,95.5137481910275,3.61794500723589,0.1447178002894356,0.723589001447178,680
32,fg = 1,bg != 75,682,95.01466275659824,4.39882697947214,0.0,0.5865102639296188,670
33,fg = 1,bg != 76,668,94.76047904191617,4.640718562874252,0.0,0.5988023952095808,655
34,fg = 1,bg != 77,2971,95.08582968697408,4.173678895994614,0.06731740154830024,0.6731740154830024,2919
35,fg = 1,bg != 78,679,93.81443298969072,5.154639175257732,0.0,1.0309278350515463,664
36,fg = 1,bg != 79,715,96.5034965034965,2.6573426573426575,0.27972027972027974,0.5594405594405595,707
