FTPT,FFPT,FTPF,FFPF
99.36666666666666,0.16666666666666666,0.4666666666666667,0.0
77.53333333333333,22.1,0.36666666666666664,0.0
66.0,33.86666666666667,0.06666666666666667,0.06666666666666667
65.96666666666667,33.86666666666667,0.03333333333333333,0.13333333333333333
97.86666666666666,1.7333333333333334,0.4,0.0
81.23333333333333,18.733333333333334,0.03333333333333333,0.0
20.066666666666666,32.4,0.26666666666666666,47.266666666666666
81.8,18.166666666666668,0.03333333333333333,0.0
65.53333333333333,33.43333333333333,0.7,0.3333333333333333
65.96666666666667,33.9,0.03333333333333333,0.1
