FTPT,FFPT,FTPF,FFPF
20.4,32.36666666666667,0.6333333333333333,46.6
65.76666666666667,33.333333333333336,0.5,0.4
65.56666666666666,33.93333333333333,0.43333333333333335,0.06666666666666667
47.2,48.766666666666666,1.3666666666666667,2.6666666666666665
50.333333333333336,43.166666666666664,2.0,4.5
99.76666666666667,0.0,0.23333333333333334,0.0
11.066666666666666,35.8,0.8333333333333334,52.3
34.06666666666667,33.96666666666667,0.0,31.966666666666665
65.06666666666666,33.2,1.0,0.7333333333333333
65.66666666666667,33.9,0.3333333333333333,0.1
