FTPT,FFPT,FTPF,FFPF
10.733333333333333,35.46666666666667,0.6666666666666666,53.13333333333333
6.066666666666666,36.93333333333333,2.2,54.8
10.633333333333333,33.93333333333333,0.6333333333333333,54.8
2.6666666666666665,34.46666666666667,0.0,62.86666666666667
5.4,38.333333333333336,0.8,55.46666666666667
4.633333333333334,33.5,0.03333333333333333,61.833333333333336
4.633333333333334,32.93333333333333,0.03333333333333333,62.4
33.96666666666667,32.36666666666667,0.0,33.666666666666664
10.6,33.8,0.1,55.5
2.7333333333333334,35.166666666666664,0.0,62.1
