FTPT,FFPT,FTPF,FFPF
79.73333333333333,20.266666666666666,0.0,0.0
67.93333333333334,32.0,0.0,0.06666666666666667
88.53333333333333,11.466666666666667,0.0,0.0
66.0,33.93333333333333,0.0,0.06666666666666667
69.43333333333334,30.566666666666666,0.0,0.0
93.23333333333333,6.766666666666667,0.0,0.0
71.33333333333333,28.666666666666668,0.0,0.0
82.43333333333334,17.566666666666666,0.0,0.0
65.96666666666667,33.86666666666667,0.03333333333333333,0.13333333333333333
65.9,33.96666666666667,0.1,0.03333333333333333
