S.No.,configuration,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = 0,1,2","bg = 3,4,5,6,7,8,9",30000,78.88666666666667,20.933333333333334,0.03,0.15,23478
17,fg = 0,"bg = 4,5,6",3138,90.66284257488846,9.177820267686425,0.09560229445506692,0.06373486297004462,2898
18,fg = 0,"bg = 4,5,7",3159,90.78822412155745,9.116809116809117,0.06331117442228554,0.03165558721114277,2945
19,fg = 0,"bg = 4,5,8",3119,89.90060916960564,9.907021481243989,0.09618467457518436,0.09618467457518436,2885
20,fg = 0,"bg = 4,5,9",3206,90.54897067997504,9.326263256394261,0.031191515907673113,0.09357454772301933,2950
21,fg = 0,"bg = 4,6,7",3160,90.56962025316456,9.272151898734178,0.06329113924050633,0.0949367088607595,2927
22,fg = 0,"bg = 4,6,8",3129,90.06072227548738,9.747523170341962,0.09587727708533078,0.09587727708533078,2881
23,fg = 0,"bg = 4,6,9",3181,90.66331342345174,9.210939955988684,0.03143665513989312,0.09430996541967934,2936
24,fg = 0,"bg = 4,7,8",3160,89.9367088607595,9.936708860759493,0.0949367088607595,0.03164556962025317,2920
25,fg = 0,"bg = 4,7,9",3205,90.98283931357254,8.954758190327613,0.031201248049921998,0.031201248049921998,2962
26,fg = 0,"bg = 4,8,9",3188,89.6486825595985,10.194479297365119,0.06273525721455459,0.09410288582183186,2931
27,fg = 0,"bg = 5,6,7",3148,90.43837357052097,9.466327827191868,0.06353240152477764,0.03176620076238882,2937
28,fg = 0,"bg = 5,6,8",3112,90.23136246786632,9.607969151670952,0.09640102827763496,0.06426735218508997,2884
29,fg = 0,"bg = 5,6,9",3154,90.64679771718453,9.289790741915029,0.03170577045022194,0.03170577045022194,2928
30,fg = 0,"bg = 5,7,8",3151,90.0666455093621,9.806410663281499,0.06347191367819739,0.06347191367819739,2938
31,fg = 0,"bg = 5,7,9",3195,90.7981220657277,9.17057902973396,0.0,0.03129890453834116,2980
32,fg = 0,"bg = 5,8,9",3180,90.062893081761,9.779874213836479,0.06289308176100629,0.09433962264150944,2951
33,fg = 0,"bg = 6,7,8",3165,90.01579778830964,9.889415481832543,0.0631911532385466,0.0315955766192733,2923
34,fg = 0,"bg = 6,7,9",3194,90.8891671884784,9.07952410770194,0.0,0.031308703819661866,2969
35,fg = 0,"bg = 6,8,9",3169,90.12306721363205,9.782265698958662,0.031555695803092455,0.06311139160618491,2932
36,fg = 0,"bg = 7,8,9",3237,90.14519616929256,9.793018226753167,0.030892801977139325,0.030892801977139325,2995
37,fg = 1,"bg = 3,4,5",3101,95.22734601741374,4.611415672363754,0.06449532408900355,0.09674298613350532,3014
38,fg = 1,"bg = 3,4,6",3134,95.56477345245692,4.2756860242501595,0.06381620931716656,0.09572431397574985,3040
39,fg = 1,"bg = 3,4,7",3163,95.44736010116978,4.362946569712299,0.06323110970597534,0.12646221941195068,3067
40,fg = 1,"bg = 3,4,8",3114,95.69685292228645,4.2068079640333975,0.06422607578676943,0.03211303789338472,3029
41,fg = 1,"bg = 3,4,9",3081,95.22882181110029,4.641350210970464,0.06491398896462187,0.06491398896462187,2978
42,fg = 1,"bg = 3,5,6",3211,95.29741513547181,4.546870133914668,0.09342883836810963,0.06228589224540641,3123
43,fg = 1,"bg = 3,5,7",3190,95.01567398119123,4.764890282131661,0.09404388714733543,0.12539184952978055,3093
44,fg = 1,"bg = 3,5,8",3154,94.92707672796449,4.914394419784401,0.09511731135066583,0.06341154090044387,3064
45,fg = 1,"bg = 3,5,9",3091,94.66192170818505,5.208670333225493,0.09705596894208994,0.03235198964736331,2990
46,fg = 1,"bg = 3,6,7",3243,95.18963922294172,4.6253469010175765,0.09250693802035152,0.09250693802035152,3143
47,fg = 1,"bg = 3,6,8",3165,95.3870458135861,4.518167456556082,0.0947867298578199,0.0,3063
48,fg = 1,"bg = 3,6,9",3152,95.17766497461929,4.663705583756345,0.09517766497461928,0.06345177664974619,3048
49,fg = 1,"bg = 3,7,8",3186,95.13496547394853,4.708097928436912,0.09416195856873823,0.06277463904582549,3086
50,fg = 1,"bg = 3,7,9",3187,94.72858487605899,5.114527769061814,0.09413241292751805,0.06275494195167869,3073
51,fg = 1,"bg = 3,8,9",3095,95.25040387722133,4.652665589660743,0.09693053311793215,0.0,2994
52,fg = 1,"bg = 4,5,6",3223,95.4390319578033,4.405833074775054,0.06205398696866274,0.09308098045299411,3132
53,fg = 1,"bg = 4,5,7",3180,95.50314465408805,4.339622641509434,0.06289308176100629,0.09433962264150944,3084
54,fg = 1,"bg = 4,5,8",3140,95.2547770700637,4.649681528662421,0.06369426751592357,0.03184713375796178,3049
55,fg = 1,"bg = 4,5,9",3107,95.39748953974896,4.505954296749276,0.0643707756678468,0.0321853878339234,3011
56,fg = 1,"bg = 4,6,7",3308,95.04232164449819,4.746070133010883,0.060459492140266025,0.15114873035066506,3195
57,fg = 1,"bg = 4,6,8",3218,95.21441889372281,4.661280298321939,0.062150403977625855,0.062150403977625855,3107
58,fg = 1,"bg = 4,6,9",3233,95.36034642746675,4.515929477265698,0.06186204763377668,0.06186204763377668,3123
59,fg = 1,"bg = 4,7,8",3199,95.34229446702095,4.501406689590497,0.06251953735542357,0.09377930603313535,3090
60,fg = 1,"bg = 4,7,9",3204,95.09987515605494,4.775280898876405,0.062421972534332085,0.062421972534332085,3088
61,fg = 1,"bg = 4,8,9",3136,95.50382653061224,4.432397959183674,0.06377551020408163,0.0,3030
62,fg = 1,"bg = 5,6,7",3291,95.53327256153145,4.314797933758736,0.09115770282588878,0.060771801883925856,3196
63,fg = 1,"bg = 5,6,8",3222,95.31346989447547,4.5934202358783365,0.0931098696461825,0.0,3118
64,fg = 1,"bg = 5,6,9",3208,95.60473815461347,4.270573566084788,0.09351620947630923,0.03117206982543641,3115
65,fg = 1,"bg = 5,7,8",3172,95.11349306431273,4.7288776796973515,0.09457755359394704,0.06305170239596469,3071
66,fg = 1,"bg = 5,7,9",3152,95.36802030456853,4.50507614213198,0.09517766497461928,0.031725888324873094,3055
67,fg = 1,"bg = 5,8,9",3097,95.38262835001615,4.520503713270907,0.09686793671294801,0.0,2998
68,fg = 1,"bg = 6,7,8",3272,94.92665036674816,4.920537897310513,0.09168704156479218,0.061124694376528114,3154
69,fg = 1,"bg = 6,7,9",3282,95.00304692260816,4.844606946983546,0.09140767824497258,0.06093845216331505,3168
70,fg = 1,"bg = 6,8,9",3195,95.39906103286386,4.507042253521127,0.09389671361502347,0.0,3078
71,fg = 1,"bg = 7,8,9",3143,95.00477251034044,4.8997772828507795,0.09545020680878141,0.0,3029
72,fg = 2,"bg = 3,4,5",3232,49.84529702970297,49.96905940594059,0.0,0.18564356435643564,1460
73,fg = 2,"bg = 3,4,6",3222,49.96896337678461,49.87585350713842,0.0,0.15518311607697083,1419
74,fg = 2,"bg = 3,4,7",3339,50.494159928122194,49.32614555256065,0.02994908655286014,0.1497454327643007,1518
75,fg = 2,"bg = 3,4,8",3245,49.707241910631744,50.0462249614792,0.0,0.2465331278890601,1456
76,fg = 2,"bg = 3,4,9",3196,50.187734668335416,49.655819774718395,0.0,0.15644555694618273,1457
77,fg = 2,"bg = 3,5,6",3181,51.27318453316567,48.349575605155614,0.0,0.37723986167871737,1464
78,fg = 2,"bg = 3,5,7",3258,51.81092694904849,47.912829957028855,0.0,0.27624309392265195,1552
79,fg = 2,"bg = 3,5,8",3212,51.650062266500626,47.91407222914072,0.0,0.43586550435865506,1503
80,fg = 2,"bg = 3,5,9",3177,51.495121183506456,48.06421152030217,0.0,0.4406672961913755,1499
81,fg = 2,"bg = 3,6,7",3211,52.13329180940517,47.67985051385861,0.0,0.18685767673621925,1487
82,fg = 2,"bg = 3,6,8",3217,52.346907056263596,47.37332918868511,0.0,0.27976375505129003,1491
83,fg = 2,"bg = 3,6,9",3180,52.45283018867924,47.264150943396224,0.0,0.2830188679245283,1485
84,fg = 2,"bg = 3,7,8",3276,52.014652014652015,47.77167277167277,0.0,0.21367521367521367,1549
85,fg = 2,"bg = 3,7,9",3241,52.39123727244677,47.454489355137305,0.0,0.154273372415921,1544
86,fg = 2,"bg = 3,8,9",3198,52.626641651031896,46.99812382739212,0.0,0.37523452157598497,1501
87,fg = 2,"bg = 4,5,6",3143,49.76137448297805,49.984091632198535,0.0,0.2545338848234171,1345
88,fg = 2,"bg = 4,5,7",3244,51.04808877928483,48.70530209617756,0.0,0.2466091245376079,1470
89,fg = 2,"bg = 4,5,8",3136,50.797193877551024,48.88392857142857,0.0,0.31887755102040816,1406
90,fg = 2,"bg = 4,5,9",3165,50.26856240126382,49.47867298578199,0.0,0.2527646129541864,1427
91,fg = 2,"bg = 4,6,7",3221,50.23284694194349,49.61192176342751,0.0,0.1552312946289972,1404
92,fg = 2,"bg = 4,6,8",3183,49.92145774426641,49.82720703738612,0.0,0.2513352183474709,1381
93,fg = 2,"bg = 4,6,9",3188,49.96863237139272,49.84316185696361,0.0,0.18820577164366373,1394
94,fg = 2,"bg = 4,7,8",3252,50.153751537515376,49.600246002460025,0.0,0.24600246002460024,1480
95,fg = 2,"bg = 4,7,9",3249,50.10772545398584,49.7383810403201,0.0,0.1538935056940597,1485
96,fg = 2,"bg = 4,8,9",3174,50.56710775047259,49.14933837429111,0.0,0.2835538752362949,1429
97,fg = 2,"bg = 5,6,7",3129,51.90156599552573,47.84276126558006,0.0,0.2556727388942154,1430
98,fg = 2,"bg = 5,6,8",3143,51.82946229716831,47.82055361119949,0.0,0.3499840916321985,1418
99,fg = 2,"bg = 5,6,9",3123,51.45693243675952,48.158821645853344,0.0,0.38424591738712777,1407
100,fg = 2,"bg = 5,7,8",3178,52.265575833857774,47.45122718691,0.0,0.28319697923222154,1502
101,fg = 2,"bg = 5,7,9",3169,51.782896812874725,47.99621331650363,0.0,0.2208898706216472,1498
102,fg = 2,"bg = 5,8,9",3166,52.33733417561592,47.220467466835125,0.0,0.4421983575489577,1464
103,fg = 2,"bg = 6,7,8",3198,51.93871169480926,47.904940587867415,0.0,0.15634771732332708,1473
104,fg = 2,"bg = 6,7,9",3160,51.835443037974684,48.00632911392405,0.0,0.15822784810126583,1451
105,fg = 2,"bg = 6,8,9",3191,52.42870573487935,47.25791287997493,0.0,0.31338138514572234,1460
106,fg = 2,"bg = 7,8,9",3220,52.577639751552795,47.267080745341616,0.0,0.15527950310559005,1518
