S.No.,configuration,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = 0,1,2","bg = 3,4,5,6,7,8,9",30000,78.88666666666667,20.933333333333334,0.03,0.15,23478
2,fg = 0,"bg = 3,4,5",3117,89.95829323067052,9.913378248315688,0.06416426050689766,0.06416426050689766,2869
3,fg = 0,"bg = 3,4,6",3132,90.35759897828864,9.450830140485312,0.06385696040868455,0.1277139208173691,2882
4,fg = 0,"bg = 3,4,7",3148,89.99364675984752,9.847522236340534,0.06353240152477764,0.09529860228716645,2907
5,fg = 0,"bg = 3,4,8",3125,89.408,10.432,0.096,0.064,2865
6,fg = 0,"bg = 3,4,9",3210,90.18691588785046,9.657320872274143,0.06230529595015576,0.09345794392523364,2948
7,fg = 0,"bg = 3,5,6",3069,90.71358748778104,9.188660801564028,0.06516780710329098,0.03258390355164549,2844
8,fg = 0,"bg = 3,5,7",3084,90.40207522697796,9.50064850843061,0.0324254215304799,0.0648508430609598,2876
9,fg = 0,"bg = 3,5,8",3070,89.90228013029316,9.93485342019544,0.09771986970684039,0.06514657980456026,2841
10,fg = 0,"bg = 3,5,9",3112,90.93830334190231,8.933161953727506,0.06426735218508997,0.06426735218508997,2895
11,fg = 0,"bg = 3,6,7",3108,90.73359073359073,9.137709137709138,0.032175032175032175,0.09652509652509653,2886
12,fg = 0,"bg = 3,6,8",3086,90.53791315618925,9.33246921581335,0.06480881399870382,0.06480881399870382,2849
13,fg = 0,"bg = 3,6,9",3116,90.98202824133504,8.921694480102696,0.03209242618741977,0.06418485237483953,2892
14,fg = 0,"bg = 3,7,8",3136,90.01913265306122,9.853316326530612,0.06377551020408163,0.06377551020408163,2898
15,fg = 0,"bg = 3,7,9",3146,90.94087730451366,8.963763509218055,0.03178639542275906,0.06357279084551812,2922
16,fg = 0,"bg = 3,8,9",3165,90.20537124802527,9.636650868878357,0.0947867298578199,0.0631911532385466,2928
