FTPT,FFPT,FTPF,FFPF
68.9,31.1,0.0,0.0
100.0,0.0,0.0,0.0
2.5,36.06666666666667,0.0,61.43333333333333
1.8333333333333333,35.3,0.0,62.86666666666667
2.9,36.166666666666664,0.03333333333333333,60.9
99.83333333333333,0.16666666666666666,0.0,0.0
100.0,0.0,0.0,0.0
0.43333333333333335,36.333333333333336,0.3333333333333333,62.9
2.1333333333333333,36.63333333333333,0.0,61.233333333333334
34.46666666666667,34.4,1.2,29.933333333333334
2.466666666666667,36.766666666666666,0.0,60.766666666666666
100.0,0.0,0.0,0.0
68.9,31.1,0.0,0.0
69.1,30.9,0.0,0.0
2.5,35.666666666666664,0.0,61.833333333333336
2.533333333333333,36.7,0.0,60.766666666666666
68.9,31.1,0.0,0.0
77.33333333333333,22.666666666666668,0.0,0.0
100.0,0.0,0.0,0.0
2.7666666666666666,36.63333333333333,0.0,60.6
