FTPT,FFPT,FTPF,FFPF
71.56666666666666,28.4,0.03333333333333333,0.0
98.0,1.9666666666666666,0.03333333333333333,0.0
76.56666666666666,23.4,0.03333333333333333,0.0
72.2,27.733333333333334,0.06666666666666667,0.0
98.4,1.4,0.16666666666666666,0.03333333333333333
70.9,28.9,0.2,0.0
81.66666666666667,18.333333333333332,0.0,0.0
77.96666666666667,21.933333333333334,0.1,0.0
73.46666666666667,26.466666666666665,0.03333333333333333,0.03333333333333333
72.53333333333333,27.2,0.03333333333333333,0.23333333333333334
79.26666666666667,20.633333333333333,0.1,0.0
80.76666666666667,19.166666666666668,0.06666666666666667,0.0
72.0,27.933333333333334,0.03333333333333333,0.03333333333333333
70.96666666666667,28.933333333333334,0.1,0.0
71.16666666666667,28.766666666666666,0.06666666666666667,0.0
99.9,0.0,0.1,0.0
99.96666666666667,0.03333333333333333,0.0,0.0
71.06666666666666,28.833333333333332,0.03333333333333333,0.06666666666666667
70.96666666666667,28.933333333333334,0.1,0.0
99.93333333333334,0.03333333333333333,0.03333333333333333,0.0
