S.No.,fg_class,bg_class,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = [1, 2, 3]","bg = [0, 4, 5, 6, 7, 8, 9]",30000,71.92333333333333,26.873333333333335,0.21666666666666667,0.9866666666666667,23385
2,fg = 1,bg = 0,7132,95.42905215928211,3.8979248457655635,0.14021312394840157,0.532809871003926,7009
3,fg = 1,bg = 4,7239,95.30321867661279,4.11659068932173,0.09669843901091311,0.48349219505456553,7112
4,fg = 1,bg = 5,7101,95.33868469229687,4.013519222644698,0.1267427122940431,0.5210533727643993,6975
5,fg = 1,bg = 6,7194,95.21823742007228,4.100639421740339,0.1529051987767584,0.52821795941062,7049
6,fg = 1,bg = 7,7210,95.46463245492372,4.008321775312067,0.0970873786407767,0.42995839112343964,7092
7,fg = 1,bg = 8,7106,95.37010976639459,4.010695187165775,0.12665353222628764,0.49254151421334086,6988
8,fg = 1,bg = 9,7230,95.42185338865836,3.8865836791147994,0.13831258644536654,0.5532503457814661,7110
9,fg = 2,bg = 0,6947,68.18770692385202,30.056139340722613,0.31668346048654095,1.4394702749388224,5198
10,fg = 2,bg = 4,6941,68.27546463045671,30.03889929404985,0.36017864860971044,1.3254574268837342,5138
11,fg = 2,bg = 5,6980,67.96561604584527,30.31518624641834,0.3151862464183381,1.4040114613180517,5191
12,fg = 2,bg = 6,6981,67.79830969775104,30.511388053287494,0.2578427159432746,1.4324595330181922,5198
13,fg = 2,bg = 7,6924,68.77527440785673,29.462738301559792,0.3466204506065858,1.415366839976892,5241
14,fg = 2,bg = 8,6952,68.29689298043728,30.16398158803222,0.31645569620253167,1.2226697353279632,5196
15,fg = 2,bg = 9,6942,68.03514837222703,30.35148372227024,0.31691155286660905,1.296456352636128,5247
16,fg = 3,bg = 0,7186,52.81102143055942,45.880879487893125,0.23657111049262455,1.0715279710548289,4408
17,fg = 3,bg = 4,7181,50.63361648795432,47.945968528060156,0.23673583066425288,1.1836791533212645,4280
18,fg = 3,bg = 5,7146,51.665267282395746,47.15924993003079,0.16792611251049538,1.0075566750629723,4286
19,fg = 3,bg = 6,7106,51.64649591894174,47.002533070644525,0.2110892203771461,1.1398817900365887,4230
20,fg = 3,bg = 7,7123,51.52323459216622,47.21325284290327,0.2386634844868735,1.0248490804436332,4327
21,fg = 3,bg = 8,7123,52.46384950161449,46.216481819458096,0.2386634844868735,1.0810051944405448,4364
22,fg = 3,bg = 9,7116,52.262507026419335,46.36031478358628,0.22484541877459246,1.1523327712197864,4391
