FTPT,FFPT,FTPF,FFPF
99.4,0.3,0.3,0.0
99.3,0.6666666666666666,0.03333333333333333,0.0
66.0,33.86666666666667,0.06666666666666667,0.06666666666666667
66.0,33.93333333333333,0.0,0.06666666666666667
87.1,12.866666666666667,0.03333333333333333,0.0
87.7,12.3,0.0,0.0
20.066666666666666,32.233333333333334,0.23333333333333334,47.46666666666667
92.83333333333333,7.166666666666667,0.0,0.0
65.56666666666666,33.8,0.3333333333333333,0.3
65.86666666666666,33.86666666666667,0.13333333333333333,0.13333333333333333
