S.No.,configuration,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = [3, 4, 5]","bg = [0, 1, 2, 6, 7, 8, 9]",30000,61.78333333333333,35.64333333333333,1.0133333333333334,1.56,17150
94,fg = 5,"bg = 1,7,8",3045,77.01149425287356,20.426929392446635,1.2807881773399015,1.2807881773399015,2243
95,fg = 5,"bg = 1,7,9",3081,76.46867900032457,20.999675430055177,1.2333657903278157,1.2982797792924374,2251
96,fg = 5,"bg = 1,8,9",3047,78.79881851000985,18.871020676074828,1.1486708237610765,1.1814899901542502,2293
97,fg = 5,"bg = 2,6,7",3200,73.625,23.5625,1.15625,1.65625,2220
98,fg = 5,"bg = 2,6,8",3215,74.46345256609642,22.643856920684293,1.2752721617418352,1.6174183514774494,2274
99,fg = 5,"bg = 2,6,9",3204,73.90761548064918,23.314606741573034,1.2796504369538078,1.4981273408239701,2260
100,fg = 5,"bg = 2,7,8",3098,74.11233053582957,23.01484828921885,1.3234344738540995,1.5493867010974822,2206
101,fg = 5,"bg = 2,7,9",3158,73.74920835972134,23.527549081697277,1.1716276124129195,1.551614946168461,2239
102,fg = 5,"bg = 2,8,9",3157,75.29299968324358,22.141273360785554,1.2987012987012987,1.2670256572695597,2283
103,fg = 5,"bg = 6,7,8",3083,75.3811222834901,21.959130716834252,1.0055141096334739,1.6542328900421668,2208
104,fg = 5,"bg = 6,7,9",3075,75.54471544715447,21.853658536585368,0.975609756097561,1.6260162601626016,2192
105,fg = 5,"bg = 6,8,9",3083,76.64612390528706,20.6941290950373,1.2325656827765163,1.4271813168991243,2271
106,fg = 5,"bg = 7,8,9",3003,75.89077589077588,21.744921744921744,1.0323010323010322,1.332001332001332,2206
